"langue_sujet","code_langue_sujet","sujet"
"http://lexvo.org/id/iso639-3/ers","ers","Les deux frères"
"http://lexvo.org/id/iso639-3/ers","ers","Les difficultés des parents élevant leur enfants"
"http://lexvo.org/id/iso639-3/ers","ers","Les épreuves endurées par des parents élevant leurs enfants"
"http://lexvo.org/id/iso639-3/ers","ers","Lingshansi"
"http://lexvo.org/id/iso639-3/ers","ers","Lizu"
"http://lexvo.org/id/iso639-3/ers","ers","Lizu family names"
"http://lexvo.org/id/iso639-3/ers","ers","Mener une vie errante"
"http://lexvo.org/id/iso639-3/ers","ers","New Year"
"http://lexvo.org/id/iso639-3/ers","ers","Offrandes aux dieux"
"http://lexvo.org/id/iso639-3/ers","ers","Paroles de chansons"
"http://lexvo.org/id/iso639-3/ers","ers","Prendre ses affaires et fuire"
"http://lexvo.org/id/iso639-3/ers","ers","Rituel de purification"
"http://lexvo.org/id/iso639-3/ers","ers","Ruolalaga"
"http://lexvo.org/id/iso639-3/ers","ers","Résidus d'huile"
"http://lexvo.org/id/iso639-3/ers","ers","Réunion des membres de famille et des proches"
"http://lexvo.org/id/iso639-3/ers","ers","Shahuo"
"http://lexvo.org/id/iso639-3/ers","ers","Shali"
"http://lexvo.org/id/iso639-3/ers","ers","Songtsän Gampo"
"http://lexvo.org/id/iso639-3/ers","ers","Topological Relations Picture Series"
"http://lexvo.org/id/iso639-3/ers","ers","Vendre des clôtures en bambou"
"http://lexvo.org/id/iso639-3/ers","ers","Voler une vache"
"http://lexvo.org/id/iso639-3/ers","ers","Voleur"
"http://lexvo.org/id/iso639-3/ers","ers","Wawaga"
"http://lexvo.org/id/iso639-3/ers","ers","Wencheng Gongzhu"
"http://lexvo.org/id/iso639-3/ers","ers","agricultural activities"
"http://lexvo.org/id/iso639-3/ers","ers","aspect"
"http://lexvo.org/id/iso639-3/ers","ers","banquet songs"
"http://lexvo.org/id/iso639-3/ers","ers","beggar"
"http://lexvo.org/id/iso639-3/ers","ers","body parts"
"http://lexvo.org/id/iso639-3/ers","ers","bridal clothes"
"http://lexvo.org/id/iso639-3/ers","ers","bride"
"http://lexvo.org/id/iso639-3/ers","ers","burial"
"http://lexvo.org/id/iso639-3/ers","ers","cakes"
"http://lexvo.org/id/iso639-3/ers","ers","clothing"
"http://lexvo.org/id/iso639-3/ers","ers","dishes"
"http://lexvo.org/id/iso639-3/ers","ers","eggplant child"
"http://lexvo.org/id/iso639-3/ers","ers","everyday life"
"http://lexvo.org/id/iso639-3/ers","ers","everyday tasks"
"http://lexvo.org/id/iso639-3/ers","ers","family history"
"http://lexvo.org/id/iso639-3/ers","ers","family names"
"http://lexvo.org/id/iso639-3/ers","ers","festival"
"http://lexvo.org/id/iso639-3/ers","ers","flood story"
"http://lexvo.org/id/iso639-3/ers","ers","foolish husband"
"http://lexvo.org/id/iso639-3/ers","ers","household tasks"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb119713173"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb13318335q"
"http://lexvo.org/id/iso639-3/ers","ers","life story"
"http://lexvo.org/id/iso639-3/ers","ers","metadata"
"http://lexvo.org/id/iso639-3/ers","ers","personal information"
"http://lexvo.org/id/iso639-3/ers","ers","python story"
"http://lexvo.org/id/iso639-3/ers","ers","silver king"
"http://lexvo.org/id/iso639-3/ers","ers","sleeve"
"http://lexvo.org/id/iso639-3/ers","ers","the North Wind and the Sun"
"http://lexvo.org/id/iso639-3/ers","ers","tiger and frog"
"http://lexvo.org/id/iso639-3/ers","ers","traditional customs"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb11931145z"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb11931793g"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb11933892w"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb11934798x"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb119763597"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb12468050v"
"http://lexvo.org/id/iso639-3/ers","ers","minister mGar"
"http://lexvo.org/id/iso639-3/ers","ers","mountain  deities"
"http://lexvo.org/id/iso639-3/ers","ers","mountain deities"
"http://lexvo.org/id/iso639-3/ers","ers","nine horn animal"
"http://lexvo.org/id/iso639-3/ers","ers","python"
"http://lexvo.org/id/iso639-3/ers","ers","sacred mountain names"
"http://lexvo.org/id/iso639-3/ers","ers","temples"
"http://lexvo.org/id/iso639-3/ers","ers","traditional story"
"http://lexvo.org/id/iso639-3/ers","ers","translation"
"http://lexvo.org/id/iso639-3/ers","ers","culte des dieux"
"http://lexvo.org/id/iso639-3/ers","ers","dieu de la famille"
"http://lexvo.org/id/iso639-3/ers","ers","dieu de la richesse"
"http://lexvo.org/id/iso639-3/ers","ers","purification"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb11931819b"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb119318734"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb11933145f"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb11936442z"
"http://lexvo.org/id/iso639-3/ers","ers","magic frog"
"http://lexvo.org/id/iso639-3/ers","ers","modern life"
"http://lexvo.org/id/iso639-3/ers","ers","rabbit"
"http://lexvo.org/id/iso639-3/ers","ers","song about ancestors"
"http://lexvo.org/id/iso639-3/ers","ers","two beggars"
"http://lexvo.org/id/iso639-3/ers","ers","two girls and a yeti"
"http://lexvo.org/id/iso639-3/ers","ers","two little girls and a yeti"
"http://lexvo.org/id/iso639-3/ers","ers","two sisters and a yeti"
"http://lexvo.org/id/iso639-3/ers","ers","visiting friends"
"http://lexvo.org/id/iso639-3/ers","ers","wedding custom"
"http://lexvo.org/id/iso639-3/ers","ers","welcoming guests"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb119339867"
"http://lexvo.org/id/iso639-3/ers","ers","shibajo"
"http://lexvo.org/id/iso639-3/ers","ers","white stone"
"http://lexvo.org/id/iso639-3/ers","ers","wine"
"http://lexvo.org/id/iso639-3/ers","ers","work songs"
"http://lexvo.org/id/iso639-3/ers","ers","yiga baga"
"http://lexvo.org/id/iso639-3/ers","ers","dieu de la nourriture"
"http://lexvo.org/id/iso639-3/ers","ers","expulsion des esprits malveillants"
"http://lexvo.org/id/iso639-3/ers","ers","sacrifice"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb11931491z"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb11932512b"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb119344654"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb11935560x"
"http://lexvo.org/id/iso639-3/ers","ers","master of ceremony"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb119324184"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb11934882t"
"http://lexvo.org/id/iso639-3/ers","ers","Éloge aux parents"
"http://lexvo.org/id/iso639-3/ers","ers","ɕæmu"
"http://lexvo.org/id/iso639-3/ers","ers","小鸡、母鸡、野猫、劳动、咬掉了乳房，喂水、喂食。"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb119325308"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb119404970"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb119410943"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb119677899"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb13318415c"
"http://lexvo.org/id/iso639-3/ers","ers","parrot"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb119328694"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb11932889r"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb119361486"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb119458243"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb11946662b"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb119470173"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb11955068q"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb11963568t"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb11963612g"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb11965576x"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb11971502m"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb11978921p"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb12071259b"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb121235840"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb12321516c"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb13162676c"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb13162680m"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb13318396x"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb133192210"
"http://lexvo.org/id/iso639-3/ers","ers","http://lexvo.org/id/iso639-3/cmn"
"http://lexvo.org/id/iso639-3/ers","ers","mood"
"http://lexvo.org/id/iso639-3/ers","ers","tense"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb11932417s"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb11965628b"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb11978307g"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb12355639w"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb12452859h"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb13318302r"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb13318807v"
"http://lexvo.org/id/iso639-3/ers","ers","http://data.bnf.fr/ark:/12148/cb17077046k"
"http://lexvo.org/id/iso639-3/ers","ers","http://lexvo.org/id/iso639-3/ers"
"http://lexvo.org/id/iso639-3/eus","eus","Basque"
"http://lexvo.org/id/iso639-3/eus","eus","http://lexvo.org/id/iso639-3/eus"
"http://lexvo.org/id/iso639-3/ewe","ewe","éwé"
"http://lexvo.org/id/iso639-3/ewe","ewe","http://lexvo.org/id/iso639-3/ewe"
"http://lexvo.org/id/iso639-3/ewe","ewe","http://www.language-archives.org/vocabulary/field#sociolinguistics"
"http://lexvo.org/id/iso639-3/ewo","ewo","Ewondo"
"http://lexvo.org/id/iso639-3/ewo","ewo","http://data.bnf.fr/ark:/12148/cb11939724k"
"http://lexvo.org/id/iso639-3/ewo","ewo","http://data.bnf.fr/ark:/12148/cb119668718"
"http://lexvo.org/id/iso639-3/ewo","ewo","http://lexvo.org/id/iso639-3/ewo"
"http://lexvo.org/id/iso639-3/fil","fil","filipino"
"http://lexvo.org/id/iso639-3/fil","fil","http://lexvo.org/id/iso639-3/fil"
"http://lexvo.org/id/iso639-3/fil","fil","http://www.language-archives.org/vocabulary/field#sociolinguistics"
"http://lexvo.org/id/iso639-3/fin","fin","Finnois"
"http://lexvo.org/id/iso639-3/fin","fin","http://lexvo.org/id/iso639-3/fin"
"http://lexvo.org/id/iso639-3/fon","fon","http://data.bnf.fr/ark:/12148/cb119365756"
"http://lexvo.org/id/iso639-3/fon","fon","http://data.bnf.fr/ark:/12148/cb11937212q"
"http://lexvo.org/id/iso639-3/fon","fon","http://data.bnf.fr/ark:/12148/cb11939724k"
"http://lexvo.org/id/iso639-3/fon","fon","http://data.bnf.fr/ark:/12148/cb119404970"
"http://lexvo.org/id/iso639-3/fon","fon","http://data.bnf.fr/ark:/12148/cb119476617"
"http://lexvo.org/id/iso639-3/fon","fon","Fon"
"http://lexvo.org/id/iso639-3/fon","fon","http://data.bnf.fr/ark:/12148/cb11943036d"
"http://lexvo.org/id/iso639-3/fon","fon","http://data.bnf.fr/ark:/12148/cb11980478j"
"http://lexvo.org/id/iso639-3/fon","fon","http://data.bnf.fr/ark:/12148/cb12033736q"
"http://lexvo.org/id/iso639-3/fon","fon","http://data.bnf.fr/ark:/12148/cb133183660"
"http://lexvo.org/id/iso639-3/fon","fon","http://data.bnf.fr/ark:/12148/cb135108434"
"http://lexvo.org/id/iso639-3/fon","fon","http://data.bnf.fr/ark:/12148/cb16763073c"
"http://lexvo.org/id/iso639-3/fon","fon","http://data.bnf.fr/ark:/12148/cb170403552"
"http://lexvo.org/id/iso639-3/fon","fon","http://lexvo.org/id/iso639-3/fon"
"http://lexvo.org/id/iso639-3/fra","fra","Créole guyanais"
"http://lexvo.org/id/iso639-3/fra","fra","Français"
"http://lexvo.org/id/iso639-3/fra","fra","Français local (archaïque)"
"http://lexvo.org/id/iso639-3/fra","fra","Français, variation d'Île de France"
"http://lexvo.org/id/iso639-3/fra","fra","Français, variation de Touraine"
"http://lexvo.org/id/iso639-3/fra","fra","Français, variation de l'Orléanais"
"http://lexvo.org/id/iso639-3/fra","fra","Français, variation du Perche"
"http://lexvo.org/id/iso639-3/fra","fra","Interactions de travail, Interactions privées"
"http://lexvo.org/id/iso639-3/fra","fra","Ndyuka"
"http://lexvo.org/id/iso639-3/fra","fra","Ndyuka/Pamaka"
"http://lexvo.org/id/iso639-3/fra","fra","Parlanjhe"
"http://lexvo.org/id/iso639-3/fra","fra","Sranan tongo"
"http://lexvo.org/id/iso639-3/fra","fra","Esperanto"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11385890p"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb118621011"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb118630835"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb118631169"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11863482x"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11863754h"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb118640733"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11865077q"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11865411w"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11865551d"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb118663753"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb118667814"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb118668415"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11868475v"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11869542d"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11871323v"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11872237h"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11872745h"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb118736982"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb118746342"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11874885h"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb118771917"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11877881v"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11878733z"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11879709b"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb118908880"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11893806j"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11894455w"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11897013k"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11897143s"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11904345m"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11904577s"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb119049291"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb119115569"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11916320z"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11916599s"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11918933f"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb119207126"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11921205s"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11923735k"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb119242719"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11925722q"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11930860j"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11930867z"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11930875k"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb119308987"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11930969x"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb119310779"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb119310790"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11931081j"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb119311318"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11931145z"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11931150j"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb119311767"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb119312217"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb119312368"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11931247x"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11931265v"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11931277v"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb119312786"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11931286t"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11931301w"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11931355t"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb119313712"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11931406w"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb119314286"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11931498c"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11931511r"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11931547r"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11931584z"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11931600c"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11931650x"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11931736n"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11931776w"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11931793g"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb119318180"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11931821w"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11931913j"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11931919m"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11931928k"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb119319544"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb119320348"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11932059m"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11932114x"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11932119n"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb119321456"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb119321514"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb119321932"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb119322088"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11932248h"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb119323045"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11932327t"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb119323463"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11932434c"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11932462m"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11932465n"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11932539c"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11932541x"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11932605b"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb119326923"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb119327168"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb119329202"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11932931q"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11932963b"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11932966c"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11932978c"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11933038w"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11933049j"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11933091b"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11933113t"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11933161p"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11933188q"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11933202f"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11933241b"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb119332671"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11933332n"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb119334020"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11933435z"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11933455k"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb119334667"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11933488j"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb119335713"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb119336345"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb119337004"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11933740c"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11933749g"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11933752c"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11933777q"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb119338054"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11933827f"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11933874z"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11933911b"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb119339460"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb11934015g"
"http://lexvo.org/id/iso639-3/fra","fra","http://data.bnf.fr/ark:/12148/cb119340264"
